date,Open,High,Low,Close,Vol,Change %
09/27/2021,78.25,79.9,78.21,79.53,231.13,0.0184
09/24/2021,77.26,78.24,76.85,78.09,163.23,0.0109
09/23/2021,75.9,77.35,75.6,77.25,226.59,0.0139
09/22/2021,74.56,76.26,74.49,76.19,255.75,0.0246
09/21/2021,74.33,75.18,73.26,74.36,258.71,0.006
09/20/2021,75.33,75.4,73.52,73.92,313.75,-0.0188
09/17/2021,75.68,75.78,74.58,75.34,254.86,-0.0044
09/16/2021,75.46,75.87,74.48,75.67,236.51,0.0028
09/15/2021,73.92,76.13,73.78,75.46,289.45,0.0253
09/14/2021,73.62,74.28,73.08,73.6,278.58,0.0012
09/13/2021,72.88,73.92,72.69,73.51,244.73,0.0081
09/10/2021,71.37,73.15,70.94,72.92,250.51,0.0206
09/09/2021,72.61,73.2,70.88,71.45,377.81,-0.0158
09/08/2021,71.64,72.95,71.55,72.6,325.36,0.0127
09/07/2021,72.29,72.81,71.1,71.69,257.4,-0.0073
09/06/2021,72.57,72.78,71.51,72.22,127.87,-0.0054
09/03/2021,72.86,73.69,72.4,72.61,211.42,-0.0058
09/02/2021,71.31,73.47,70.92,73.03,255.42,0.0201
09/01/2021,71.68,72.38,70.42,71.59,282.49,-0.0192
08/31/2021,73.14,73.52,72.62,72.99,12.59,-0.0057
08/30/2021,73.25,73.69,72,73.41,68.66,0.0098
08/27/2021,71.53,72.76,71.17,72.7,92.2,0.0229
08/26/2021,71.94,72.13,70.66,71.07,179.57,-0.0163
08/25/2021,71,72.42,70.5,72.25,242.07,0.0169
08/24/2021,68.66,71.27,68.53,71.05,301.3,0.0335
08/23/2021,64.97,68.9,64.6,68.75,271.56,0.0548
08/20/2021,66.54,66.93,64.94,65.18,254.45,-0.0191
08/19/2021,67.57,67.64,65.57,66.45,345.97,-0.0261
08/18/2021,68.96,70.04,67.23,68.23,316.98,-0.0116
08/17/2021,69.77,70,68.82,69.03,239.96,-0.0069
08/16/2021,70.05,70.45,68.14,69.51,294.02,-0.0153
08/13/2021,71.12,71.38,70,70.59,202.42,-0.0101
08/12/2021,71.57,71.9,70.67,71.31,224.99,-0.0018
08/11/2021,70.83,71.72,69.07,71.44,324.04,0.0115
08/10/2021,69.35,71.24,68.94,70.63,246.13,0.023
08/09/2021,70.26,70.26,67.6,69.04,353.68,-0.0235
08/06/2021,71.2,72.43,70.28,70.7,298.96,-0.0083
08/05/2021,70.27,71.5,69.75,71.29,261.05,0.0129
08/04/2021,72.33,72.83,70.11,70.38,370.13,-0.028
08/03/2021,73.08,73.55,71.05,72.41,303.73,-0.0066
08/02/2021,75.39,75.39,72.31,72.89,304.87,-0.0451
07/30/2021,75.81,76.38,75.38,76.33,14.39,0.0037
07/29/2021,74.76,76.15,74.63,76.05,78.27,0.0175
07/28/2021,74.77,75.32,74.42,74.74,111.62,0.0035
07/27/2021,74.67,75.05,74.02,74.48,181.94,-0.0003
07/26/2021,74.12,74.84,72.75,74.5,210.64,0.0054
07/23/2021,73.56,74.22,73.32,74.1,181.66,0.0042
07/22/2021,72.24,73.9,71.74,73.79,251.6,0.0216
07/21/2021,68.92,72.38,68.63,72.23,306.32,0.0415
07/20/2021,68.99,69.73,67.44,69.35,316.48,0.0106
07/19/2021,72.86,73.34,67.75,68.62,510.92,-0.0675
07/16/2021,73.18,74.09,72.34,73.59,292.66,0.0016
07/15/2021,74.5,74.59,73.19,73.47,322.33,-0.0173
07/14/2021,76.28,76.72,73.79,74.76,376.94,-0.0226
07/13/2021,75.25,76.6,74.93,76.49,275.91,0.0177
07/12/2021,75.79,75.84,74.23,75.16,262.3,-0.0052
07/09/2021,74.39,75.8,73.8,75.55,248.18,0.0193
07/08/2021,73.35,74.4,72.11,74.12,314.34,0.0094
07/07/2021,74.69,75.99,72.6,73.43,387.43,-0.0148
07/06/2021,77.06,77.84,74.13,74.53,410.7,-0.0341
07/05/2021,76.23,77.26,75.7,77.16,157.22,0.013
07/02/2021,75.64,76.43,75.21,76.17,236.22,0.0044
07/01/2021,74.69,76.74,74.55,75.84,405.16,0.0095
06/30/2021,75.18,75.6,74.39,75.13,15.06,0.0049
06/29/2021,74.67,75.51,73.9,74.76,94.94,0.0011
06/28/2021,75.99,76.6,74.51,74.68,142.11,-0.0197
06/25/2021,75.54,76.21,74.95,76.18,172.41,0.0082
06/24/2021,75.3,75.78,74.51,75.56,165.05,0.0049
06/23/2021,74.75,76.02,74.7,75.19,229.04,0.0051
06/22/2021,74.88,75.3,74.32,74.81,294.72,-0.0012
06/21/2021,73.33,74.95,72.98,74.9,265.47,0.0189
06/18/2021,73,73.76,72.18,73.51,231.55,0.0059
06/17/2021,73.8,74.5,72.01,73.08,336.64,-0.0176
06/16/2021,74.26,74.96,73.86,74.39,306.09,0.0054
06/15/2021,73.03,74.33,72.79,73.99,228.62,0.0155
06/14/2021,72.7,73.64,72.59,72.86,200.72,0.0023
06/11/2021,72.41,73.09,71.88,72.69,276.48,0.0023
06/10/2021,72.03,72.93,70.95,72.52,346.58,0.0042
06/09/2021,72.17,72.87,71.82,72.22,266.37,0
06/08/2021,71.42,72.42,70.71,72.22,285.23,0.0102
06/07/2021,71.82,72.27,71.1,71.49,224.33,-0.0056
06/04/2021,71.25,72.17,70.73,71.89,222,0.0081
06/03/2021,71.27,71.99,70.66,71.31,229.79,-0.0006
06/02/2021,70.55,71.48,70.35,71.35,221.63,0.0157
06/01/2021,69.39,71.34,69.29,70.25,302.49,0.0134
05/31/2021,68.98,69.82,68.75,69.32,80.18,-0.0045
05/28/2021,69.69,69.92,69.26,69.63,21.26,0.0024
05/27/2021,68.78,69.51,68.11,69.46,86.51,0.0086
05/26/2021,68.55,69.17,68.02,68.87,134.62,0.0032
05/25/2021,68.47,68.9,67.83,68.65,183.13,0.0028
05/24/2021,66.72,68.64,66.46,68.46,227.25,0.0304
05/21/2021,65.22,66.94,64.57,66.44,257.64,0.0204
05/20/2021,66.63,67.17,64.8,65.11,388.16,-0.0233
05/19/2021,68.41,68.46,65.3,66.66,386.89,-0.0298
05/18/2021,69.61,70.24,67.28,68.71,378.02,-0.0108
05/17/2021,68.92,69.62,68.18,69.46,230.78,0.0109
05/14/2021,67,68.89,66.5,68.71,286.13,0.0248
05/13/2021,68.88,69.04,66.48,67.05,312,-0.0327
05/12/2021,68.78,69.9,68.18,69.32,310.3,0.0112
05/11/2021,68.29,68.75,67.13,68.55,321.86,0.0034
05/10/2021,68.74,69.2,67.41,68.32,265.6,0.0006
05/07/2021,68.26,68.65,67.39,68.28,262.58,0.0028
05/06/2021,68.47,69.37,67.93,68.09,273.28,-0.0126
05/05/2021,69.35,69.95,68.35,68.96,283.73,0.0012
05/04/2021,67.75,69.5,67.37,68.88,249.64,0.0195
05/03/2021,66.7,67.82,66.1,67.56,148.71,0.0046
04/30/2021,68.33,68.4,67.06,67.25,14.84,-0.0191
04/29/2021,67.18,68.95,67.13,68.56,91.52,0.0192
04/28/2021,66.58,67.85,66.13,67.27,148.95,0.0128
04/27/2021,65.76,66.8,65.66,66.42,222.92,0.0117
04/26/2021,66.1,66.26,64.57,65.65,257.58,-0.007
04/23/2021,65.8,66.3,65.16,66.11,187.9,0.0109
04/22/2021,65.13,65.83,64.58,65.4,242.47,0.0012
04/21/2021,66.22,66.52,64.96,65.32,260.88,-0.0188
04/20/2021,67.2,68.08,65.51,66.57,328.24,-0.0072
04/19/2021,66.7,67.23,66.17,67.05,193.81,0.0042
04/16/2021,66.86,67.38,66.44,66.77,212.2,-0.0025
04/15/2021,66.38,67.03,65.95,66.94,240.31,0.0054
04/14/2021,64.01,66.9,63.88,66.58,323.04,0.0457
04/13/2021,63.24,64.19,63.18,63.67,242.41,0.0062
04/12/2021,63.03,64.31,62.41,63.28,257.84,0.0052
04/09/2021,63.28,63.49,62.57,62.95,216.24,-0.004
04/08/2021,63.02,63.43,62.38,63.2,265.18,0.0006
04/07/2021,62.6,63.55,61.6,63.16,321.39,0.0067
04/06/2021,62.32,64.28,62.08,62.74,307.87,0.0095
04/05/2021,64.57,64.81,61.25,62.15,231.78,-0.0418
04/01/2021,63.12,65.17,62.38,64.86,480.37,0.0208
03/31/2021,64.13,64.79,63.53,63.54,9.7,-0.0094
03/30/2021,65.2,65.41,63.52,64.14,74.36,-0.0129
03/29/2021,64.58,65.46,63.13,64.98,91.75,0.0063
03/26/2021,62.01,64.89,61.85,64.57,147.74,0.0423
03/25/2021,63.99,64.19,60.98,61.95,202.58,-0.0382
03/24/2021,60.5,64.57,60.47,64.41,255.12,0.0595
03/23/2021,64.3,64.3,60.27,60.79,392.6,-0.0593
03/22/2021,64.53,65.12,63.45,64.62,236.34,0.0014
03/19/2021,62.99,64.95,62.07,64.53,446.11,0.0198
03/18/2021,67.77,68.15,61.45,63.28,516.08,-0.0694
03/17/2021,68.39,68.89,66.96,68,309.76,-0.0057
03/16/2021,68.81,68.94,67.36,68.39,248.99,-0.0071
03/15/2021,69.08,70.03,67.82,68.88,262.6,-0.0049
03/12/2021,69.59,69.9,69.03,69.22,251.54,-0.0059
03/11/2021,68.45,69.84,67.99,69.63,289.61,0.0255
03/10/2021,67.46,68.42,66.5,67.9,361.94,0.0056
03/09/2021,68.13,69.33,67.12,67.52,302.61,-0.0106
03/08/2021,69.97,71.38,67.8,68.24,352.59,-0.0161
03/05/2021,67.16,69.69,66.67,69.36,361.76,0.0393
03/04/2021,64.1,67.75,63.33,66.74,510.68,0.0417
03/03/2021,62.38,64.7,62.38,64.07,341.67,0.0219
03/02/2021,63.12,64.13,62.38,62.7,367.12,-0.0155
03/01/2021,64.85,65.93,63.17,63.69,291.91,-0.0369
02/26/2021,66.89,66.9,65.72,66.13,16.1,-0.0112
02/25/2021,67.2,67.7,66.48,66.88,109.65,-0.0024
02/24/2021,65.06,67.31,64.8,67.04,129.71,0.0255
02/23/2021,65.51,66.79,64.47,65.37,231.18,0.002
02/22/2021,62.68,65.85,62.55,65.24,213.75,0.037
02/19/2021,63.3,63.94,62.09,62.91,305.83,-0.016
02/18/2021,65.02,65.52,63.22,63.93,420.56,-0.0064
02/17/2021,63.15,64.96,62.73,64.34,391.26,0.0156
02/16/2021,63.47,63.7,62.69,63.35,284.67,0.0008
02/15/2021,62.83,63.76,62.82,63.3,220.38,0.0139
02/12/2021,60.82,62.83,60.35,62.43,307.72,0.0211
02/11/2021,61.01,61.5,60.72,61.14,209.69,-0.0054
02/10/2021,61.21,61.69,60.87,61.47,287.71,0.0062
02/09/2021,60.8,61.34,60.05,61.09,319.5,0.0088
02/08/2021,59.43,60.72,59.43,60.56,269.31,0.0206
02/05/2021,59.17,59.79,59.08,59.34,229.42,0.0085
02/04/2021,58.59,59.12,58.04,58.84,244.07,0.0065
02/03/2021,57.85,58.94,57.5,58.46,276.86,0.0174
02/02/2021,56.35,58.05,56.33,57.46,337.68,0.0197
02/01/2021,54.91,56.53,54.6,56.35,288.25,0.0084
01/29/2021,55.52,56.37,55.31,55.88,19.94,0.0063
01/28/2021,55.41,56.59,55.31,55.53,122.48,-0.005
01/27/2021,56.05,56.49,55.2,55.81,132.41,-0.0018
01/26/2021,55.93,56.34,55.39,55.91,163.2,0.0005
01/25/2021,55.26,56.02,55.07,55.88,198.27,0.0085
01/22/2021,56,56.03,54.48,55.41,269.37,-0.0123
01/21/2021,55.82,56.24,55.49,56.1,254.59,0.0004
01/20/2021,56.07,56.64,55.66,56.08,310.89,0.0032
01/19/2021,55.01,56.08,54.89,55.9,261.1,0.021
01/18/2021,54.75,55.21,54.49,54.75,142.87,-0.0064
01/15/2021,56.41,56.5,54.64,55.1,298.41,-0.0234
01/14/2021,55.93,56.57,55.24,56.42,331.29,0.0064
01/13/2021,56.83,57.42,55.77,56.06,324.3,-0.0092
01/12/2021,55.66,56.79,55.51,56.58,288.14,0.0165
01/11/2021,56.24,56.39,54.99,55.66,295.07,-0.0059
01/08/2021,54.56,56.36,54.34,55.99,336.65,0.0296
01/07/2021,54.13,54.9,53.94,54.38,267.19,0.0015
01/06/2021,53.52,54.73,53.02,54.3,414.41,0.0131
01/05/2021,50.95,53.9,50.7,53.6,455.35,0.0491
01/04/2021,51.5,53.33,50.56,51.09,382.9,-0.0137
12/31/2020,51.49,51.84,50.9,51.8,133.22,0.009
12/30/2020,51.32,51.56,51.04,51.34,17.63,0.0049
12/29/2020,51.02,51.63,50.86,51.09,91.33,0.0045
12/28/2020,51.25,52.02,50.53,50.86,81.06,-0.0084
12/24/2020,51.11,51.77,50.62,51.29,96.69,0.0018
12/23/2020,49.7,51.59,49.2,51.2,182.63,0.0224
12/22/2020,50.65,50.86,49.56,50.08,194.1,-0.0163
12/21/2020,52.22,52.32,49.2,50.91,288.74,-0.0258
12/18/2020,51.43,52.48,51.13,52.26,246.12,0.0148
12/17/2020,51.12,51.9,51.08,51.5,233.88,0.0082
12/16/2020,50.64,51.2,50.34,51.08,222.74,0.0063
12/15/2020,50.3,50.89,49.78,50.76,190.55,0.0093
12/14/2020,50.05,50.8,49.13,50.29,236.96,0.0064
12/11/2020,50.45,50.74,49.74,49.97,231.87,-0.0056
12/10/2020,49,51.06,48.86,50.25,288.73,0.0284
12/09/2020,48.84,49.55,48.4,48.86,267.79,0.0004
12/08/2020,48.58,49,48.09,48.84,225.24,0.001
12/07/2020,49.23,49.43,48.4,48.79,207.51,-0.0093
12/04/2020,48.96,49.92,48.84,49.25,253.64,0.0111
12/03/2020,48,48.94,47.67,48.71,274.73,0.0095
12/02/2020,47.05,48.76,46.82,48.25,285.74,0.0175
12/01/2020,47.79,48.3,46.88,47.42,258.69,-0.0036
11/30/2020,47.91,47.99,46.85,47.59,20.68,-0.0122
11/27/2020,47.81,48.44,47.34,48.18,87.75,0.0079
11/26/2020,48.76,49.09,47.53,47.8,88.76,-0.0167
11/25/2020,47.8,49.06,47.72,48.61,231.03,0.0157
11/24/2020,45.9,48.03,45.89,47.86,263.24,0.0391
11/23/2020,45.08,46.12,44.89,46.06,267.25,0.0245
11/20/2020,44.15,45.24,44.05,44.96,264.01,0.0172
11/19/2020,43.96,44.57,43.79,44.2,210.3,-0.0032
11/18/2020,43.75,44.89,43.48,44.34,242.88,0.0135
11/17/2020,43.89,44.25,43.08,43.75,226.35,-0.0016
11/16/2020,42.71,44.67,42.71,43.82,268.43,0.0243
11/13/2020,43.2,43.34,42.63,42.78,216.74,-0.0172
11/12/2020,43.73,44.5,43.26,43.53,266.04,-0.0062
11/11/2020,43.77,45.3,43.6,43.8,346.77,0.0044
11/10/2020,41.75,44.11,41.71,43.61,315.25,0.0285
11/09/2020,39.65,43.48,39.46,42.4,393.05,0.0748
11/06/2020,40.63,40.69,39.34,39.45,255.44,-0.0362
11/05/2020,40.96,41.53,40.33,40.93,219.2,-0.0073
11/04/2020,40.13,41.33,39.42,41.23,250.87,0.0383
11/03/2020,39.26,40.45,38.65,39.71,278.63,0.019
11/02/2020,37.37,39.36,35.74,38.97,326.07,0.0403
10/30/2020,37.5,38.1,36.8,37.46,20.19,-0.005
10/29/2020,39.16,39.45,36.64,37.65,112.49,-0.0376
10/28/2020,40.61,40.7,38.75,39.12,163.83,-0.0505
10/27/2020,40.5,41.47,40.4,41.2,207.54,0.0183
10/26/2020,41.53,41.63,40.22,40.46,210.53,-0.0314
10/23/2020,42.4,42.8,41.5,41.77,205.21,-0.0163
10/22/2020,41.59,42.79,41.46,42.46,257.2,0.0175
10/21/2020,42.91,43.04,41.45,41.73,268.88,-0.0331
10/20/2020,42.45,43.3,42.19,43.16,252.05,0.0127
10/19/2020,42.69,43.23,42.36,42.62,209.06,-0.0072
10/16/2020,43.1,43.21,42.27,42.93,197.16,-0.0053
10/15/2020,43.45,43.48,41.56,43.16,295.28,-0.0037
10/14/2020,42.43,43.45,42.13,43.32,279.12,0.0205
10/13/2020,41.81,42.68,41.66,42.45,227.85,0.0175
10/12/2020,42.6,42.71,41.36,41.72,238.87,-0.0264
10/09/2020,43.36,43.57,42.61,42.85,254.62,-0.0113
10/08/2020,42.15,43.47,41.86,43.34,266.26,0.0322
10/07/2020,41.85,42.42,41.36,41.99,241.2,-0.0155
10/06/2020,41.41,42.84,41.22,42.65,291.68,0.0329
10/05/2020,39.19,41.78,39.14,41.29,273.76,0.0514
10/02/2020,40.65,40.77,38.79,39.27,337.41,-0.0406
10/01/2020,42.17,42.56,39.92,40.93,338.72,-0.0005
09/30/2020,40.66,40.98,40.3,40.95,19.38,-0.0019
09/29/2020,42.47,42.52,40.43,41.03,91.6,-0.033
09/28/2020,41.87,42.62,41.48,42.43,91.82,0.0122
09/25/2020,41.85,42.33,41.52,41.92,129.4,-0.0005
09/24/2020,41.36,42.02,41.27,41.94,162.93,0.0041
09/23/2020,41.67,42.62,41.21,41.77,183.88,0.0012
09/22/2020,41.79,42.2,41.21,41.72,210.74,0.0068
09/21/2020,43.01,43.3,40.96,41.44,217.36,-0.0396
09/18/2020,43.22,43.8,42.53,43.15,204.66,-0.0035
09/17/2020,42.32,43.5,41.5,43.3,237.4,0.0256
09/16/2020,40.72,42.44,40.59,42.22,237.25,0.0417
09/15/2020,39.7,40.82,39.39,40.53,214.8,0.0232
09/14/2020,39.78,40.09,39.3,39.61,200.09,-0.0055
09/11/2020,39.96,40.34,39.38,39.83,211.88,-0.0057
09/10/2020,40.58,40.96,39.71,40.06,208.86,-0.0179
09/09/2020,39.65,41.2,39.37,40.79,278.22,0.0254
09/08/2020,42.08,42.23,39.31,39.78,363.53,-0.0531
09/07/2020,42.2,42.43,41.51,42.01,122.98,-0.0152
09/04/2020,43.76,44.54,42.3,42.66,270.96,-0.032
09/03/2020,44.65,44.65,43.15,44.07,274.93,-0.0081
09/02/2020,45.83,46.05,44.2,44.43,260.14,-0.0252
09/01/2020,45.6,46.22,45.47,45.58,206.72,0.0066
08/31/2020,45.8,46.53,45.21,45.28,174.31,0.0051
08/28/2020,45.1,45.3,44.8,45.05,21.14,-0.0009
08/27/2020,45.7,45.87,44.56,45.09,102.26,-0.0121
08/26/2020,45.97,46.1,45.54,45.64,132.51,-0.0048
08/25/2020,45.12,46.07,45.08,45.86,178.31,0.0162
08/24/2020,44.5,45.18,44.29,45.13,176.64,0.0176
08/21/2020,45.03,45.08,43.59,44.35,221.99,-0.0122
08/20/2020,45.14,45.18,44.02,44.9,249.74,-0.0104
08/19/2020,45.17,45.48,44.81,45.37,174.88,-0.002
08/18/2020,45.27,45.55,44.76,45.46,181.69,0.002
08/17/2020,44.86,45.41,44.53,45.37,164.23,0.0127
08/14/2020,45.29,45.29,44.47,44.8,151.46,-0.0036
08/13/2020,45.32,45.58,44.82,44.96,148.41,-0.0103
08/12/2020,44.62,45.63,44.49,45.43,166.48,0.0209
08/11/2020,45.05,45.79,44.39,44.5,202.74,-0.0109
08/10/2020,44.66,45.26,44.37,44.99,135.3,0.0133
08/07/2020,45.15,45.3,44.27,44.4,171.72,-0.0153
08/06/2020,45.32,45.71,44.85,45.09,184.52,-0.0018
08/05/2020,44.28,46.23,44.24,45.17,246.98,0.0167
08/04/2020,43.84,44.82,43.24,44.43,227.12,0.0063
08/03/2020,43.53,44.46,42.89,44.15,198.7,0.0196
07/31/2020,43.29,43.44,43.05,43.3,14.42,0.0084
07/30/2020,43.73,43.8,41.38,42.94,63.2,-0.0185
07/29/2020,43.31,43.95,43.2,43.75,64.92,0.0123
07/28/2020,43.55,43.84,43,43.22,107.34,-0.0044
07/27/2020,43.35,43.77,42.39,43.41,174.75,0.0016
07/24/2020,43.27,43.9,42.79,43.34,191.05,0.0007
07/23/2020,44.1,44.77,43.13,43.31,262.24,-0.0221
07/22/2020,44.03,44.4,43.62,44.29,202.16,-0.0007
07/21/2020,43.17,44.89,43.16,44.32,229.78,0.024
07/20/2020,43.08,43.45,42.36,43.28,179.43,0.0032
07/17/2020,43.4,43.45,42.64,43.14,162.4,-0.0053
07/16/2020,43.71,43.8,43.14,43.37,172.16,-0.0096
07/15/2020,43.07,43.85,42.7,43.79,232.18,0.0207
07/14/2020,42.24,43.22,41.8,42.9,221.12,0.0042
07/13/2020,43.12,43.34,42.14,42.72,200.31,-0.012
07/10/2020,42.36,43.42,41.32,43.24,214.05,0.021
07/09/2020,43.3,43.5,41.94,42.35,237.75,-0.0217
07/08/2020,42.81,43.47,42.75,43.29,185.14,0.0049
07/07/2020,43.13,43.45,42.46,43.08,183.23,-0.0005
07/06/2020,42.79,43.71,42.74,43.1,185.02,0.007
07/03/2020,42.76,42.99,42.32,42.8,96.78,-0.0079
07/02/2020,41.84,43.23,41.73,43.14,196.69,0.0264
07/01/2020,41.58,42.62,41.03,42.03,252.52,0.0214
06/30/2020,41.33,41.62,40.9,41.15,12.6,-0.0134
06/29/2020,40.56,41.95,40.04,41.71,86.78,0.0168
06/26/2020,41.44,41.81,40.29,41.02,120.32,-0.0007
06/25/2020,40.35,41.64,39.47,41.05,166.05,0.0184
06/24/2020,42.45,42.89,39.63,40.31,195.72,-0.0544
06/23/2020,43.21,43.93,42.21,42.63,183.03,-0.0104
06/22/2020,41.74,43.18,41.58,43.08,187.65,0.0211
06/19/2020,41.72,42.92,41.03,42.19,217.49,0.0164
06/18/2020,40.43,41.64,40.06,41.51,175.79,0.0197
06/17/2020,40.61,41.46,40.03,40.71,175.24,-0.0061
06/16/2020,39.94,41.65,38.95,40.96,248.58,0.0312
06/15/2020,38.8,39.9,37.24,39.72,215.42,0.0256
06/12/2020,37.88,39.45,37.01,38.73,237.89,0.0047
06/11/2020,40.95,41.01,37.82,38.55,290.17,-0.0762
06/10/2020,40.72,41.99,40.14,41.73,234.19,0.0134
06/09/2020,41.1,41.45,39.85,41.18,222.36,0.0093
06/08/2020,42.4,43.41,40.68,40.8,227.88,-0.0355
06/05/2020,39.84,42.48,39.72,42.3,250.31,0.0578
06/04/2020,39.6,40.1,39.04,39.99,172.61,0.005
06/03/2020,39.75,40.53,38.76,39.79,239.43,0.0056
06/02/2020,38.34,39.75,38.26,39.57,205.22,0.0326
06/01/2020,37.56,38.68,37.18,38.32,212.78,0.0846
05/29/2020,35.15,35.37,34.06,35.33,14.71,0.0011
05/28/2020,33.92,35.95,33.62,35.29,70.99,0.0158
05/27/2020,35.93,36.16,33.98,34.74,112.25,-0.0395
05/26/2020,35.66,36.68,35.26,36.17,129.98,0.018
05/25/2020,34.98,35.97,34.46,35.53,28.96,0.0114
05/22/2020,36.18,36.23,33.54,35.13,174.59,-0.0258
05/21/2020,35.82,36.98,35.75,36.06,178.55,0.0087
05/20/2020,34.45,36.46,34.38,35.75,191.27,0.0317
05/19/2020,35.66,35.76,34.2,34.65,188.93,-0.0046
05/18/2020,32.78,35.72,32.69,34.81,232.25,0.0711
05/15/2020,31.52,32.91,30.94,32.5,211.28,0.044
05/14/2020,29.52,31.55,28.88,31.13,222.21,0.0665
05/13/2020,29.35,30.55,28.86,29.19,221.11,-0.0264
05/12/2020,30.07,30.7,29.35,29.98,202.47,0.0118
05/11/2020,30.7,31.47,29.35,29.63,242.21,-0.0433
05/08/2020,29.6,31.14,29.43,30.97,147.3,0.0513
05/07/2020,29.64,31.84,29.08,29.46,259.89,-0.0087
05/06/2020,32.27,32.27,28.66,29.72,268.46,-0.0404
05/05/2020,28.1,32.06,27.77,30.97,267.14,0.1386
05/04/2020,26.1,28.08,25.5,27.2,215.73,0.0287
05/01/2020,26.95,27.88,25.76,26.44,216.98,0.0463
04/30/2020,22.87,25.76,22.87,25.27,9.69,0.1211
04/29/2020,20.66,23.88,20.53,22.54,86.55,0.1017
04/28/2020,19.9,21.29,18.73,20.46,123.22,0.0235
04/27/2020,21.55,21.91,19.11,19.99,162.39,-0.0676
04/24/2020,21.93,22.7,20.5,21.44,187,0.0052
04/23/2020,20.89,23.22,20.07,21.33,256.3,0.0471
04/22/2020,20.23,22.45,15.98,20.37,344.76,0.0538
04/21/2020,26.33,26.5,17.51,19.33,637.21,-0.244
04/20/2020,28.05,28.25,25.37,25.57,361.83,-0.0894
04/17/2020,28.66,28.93,27.58,28.08,286.17,0.0093
04/16/2020,28.05,29,27.2,27.82,272.98,0.0047
04/15/2020,30.26,30.33,27.16,27.69,284.34,-0.0645
04/14/2020,32.25,32.32,29.38,29.6,297.55,-0.0674
04/13/2020,33.99,33.99,30.63,31.74,223.29,0.0083
04/09/2020,33.82,36.4,31.18,31.48,493,-0.0414
04/08/2020,32.63,33.87,31.54,32.84,320.61,0.0304
04/07/2020,33.66,34.18,31.74,31.87,303.42,-0.0357
04/06/2020,31.76,34.24,30.03,33.05,296.07,-0.0311
04/03/2020,29.89,35,28.25,34.11,541.28,0.1393
04/02/2020,25.61,36.29,25.45,29.94,612.27,0.2102
04/01/2020,25.99,26.28,24.52,24.74,347.29,0.088
03/31/2020,23,23.87,22.59,22.74,14.77,-0.0009
03/30/2020,23.85,24.44,21.65,22.76,62.08,-0.087
03/27/2020,26.68,27,24.13,24.93,112.74,-0.0535
03/26/2020,27.35,27.75,26.03,26.34,139.18,-0.0383
03/25/2020,27.8,28.29,25.68,27.39,154.94,0.0088
03/24/2020,27.72,28.65,26.69,27.15,198.91,0.0044
03/23/2020,26.75,27.54,24.68,27.03,257.59,0.0019
03/20/2020,28.1,30.94,26.81,26.98,313.84,-0.0523
03/19/2020,27.19,29.42,24.96,28.47,335.72,0.1443
03/18/2020,28.4,29.21,24.52,24.88,348.4,-0.134
03/17/2020,30.14,31.25,28.5,28.73,270.24,-0.0439
03/16/2020,35.82,35.84,29.45,30.05,330.12,-0.1123
03/13/2020,32.85,36.15,32.5,33.85,360.63,0.019
03/12/2020,35.99,36.46,32.5,33.22,472.74,-0.0718
03/11/2020,37.27,39.7,35.35,35.79,471.77,-0.0384
03/10/2020,35.84,38.22,35,37.22,551.29,0.0832
03/09/2020,38.28,38.34,31.02,34.36,779.72,-0.241
03/06/2020,50.25,50.45,45.18,45.27,636.39,-0.0944
03/05/2020,51.66,52.04,49.7,49.99,361.04,-0.0223
03/04/2020,52.11,53.03,51.04,51.13,363.5,-0.0141
03/03/2020,53.47,53.9,51.22,51.86,407.55,-0.0008
03/02/2020,48.95,53.2,48.4,51.9,417.56,0.0273
02/28/2020,51.42,51.52,50.05,50.52,20.36,-0.0318
02/27/2020,53.18,53.25,50.97,52.18,112.16,-0.0234
02/26/2020,55.13,55.45,53.03,53.43,171.5,-0.0277
02/25/2020,56.46,56.98,54.62,54.95,210.28,-0.024
02/24/2020,57.85,57.86,55.13,56.3,236.33,-0.0376
02/21/2020,59,59.25,57.73,58.5,236.49,-0.0137
02/20/2020,59.31,60,58.9,59.31,268.65,0.0032
02/19/2020,57.6,59.4,57.51,59.12,262.15,0.0237
02/18/2020,57.35,57.83,56.3,57.75,249.2,0.0014
02/17/2020,57.29,57.7,56.83,57.67,115.34,0.0061
02/14/2020,56.41,57.53,56.15,57.32,258.14,0.0174
02/13/2020,55.75,56.83,54.96,56.34,325.51,0.0099
02/12/2020,54.41,56.36,54.39,55.79,305.45,0.033
02/11/2020,53.62,54.69,53.6,54.01,272.81,0.0139
02/10/2020,54.2,54.71,53.11,53.27,280.18,-0.022
02/07/2020,55.14,55.4,54.21,54.47,270.8,-0.0084
02/06/2020,55.56,56.58,54.25,54.93,379.87,-0.0063
02/05/2020,54.05,56.46,54.05,55.28,412.27,0.0245
02/04/2020,54.33,55.65,53.69,53.96,409.86,-0.009
02/03/2020,56.16,56.77,54.08,54.45,477.22,-0.0638
01/31/2020,59.3,59.45,57.94,58.16,19.6,-0.0022
01/30/2020,59.6,59.65,57.71,58.29,104.27,-0.0254
01/29/2020,59.86,60.62,59.26,59.81,142.68,0.005
01/28/2020,59.03,60.12,58.5,59.51,248.95,0.0032
01/27/2020,60.23,60.49,58.5,59.32,259.77,-0.0226
01/24/2020,62.01,62.46,60.25,60.69,257.95,-0.0218
